current_date,sale_id,product_id,name,price
2026-08-18,290,P001,Wireless Headphones,100
2026-08-18,291,P001,Wireless Headphones,100
2026-08-18,292,P003,Bluetooth Speaker,50
2026-08-18,293,P004,USB Flash Drive,20
2026-08-18,294,P010,External Hard Drive,100
2026-08-18,295,P003,Bluetooth Speaker,50
2026-08-18,296,P001,Wireless Headphones,100
2026-08-18,297,P003,Bluetooth Speaker,50
2026-08-18,298,P003,Bluetooth Speaker,50
2026-08-18,299,P001,Wireless Headphones,100
2026-08-18,300,P008,HDMI Cable,15
2026-08-18,301,P009,Smartphone,600
2026-08-18,302,P006,Wireless Mouse,30
2026-08-18,303,P007,Laptop Stand,40
2026-08-18,304,P008,HDMI Cable,15
2026-08-18,305,P010,External Hard Drive,100
2026-08-18,306,P009,Smartphone,600
2026-08-18,307,P003,Bluetooth Speaker,50
2026-08-18,308,P009,Smartphone,600
2026-08-18,309,P004,USB Flash Drive,20
2026-08-18,310,P006,Wireless Mouse,30
2026-08-18,311,P003,Bluetooth Speaker,50
2026-08-18,312,P007,Laptop Stand,40
2026-08-18,313,P001,Wireless Headphones,100
2026-08-18,314,P003,Bluetooth Speaker,50
2026-08-18,315,P003,Bluetooth Speaker,50
2026-08-18,316,P002,Laptop Backpack,60
2026-08-18,317,P001,Wireless Headphones,100
2026-08-18,318,P008,HDMI Cable,15
2026-08-18,319,P003,Bluetooth Speaker,50
2026-08-18,320,P006,Wireless Mouse,30
2026-08-18,321,P002,Laptop Backpack,60
2026-08-18,322,P003,Bluetooth Speaker,50
2026-08-18,323,P002,Laptop Backpack,60
2026-08-18,324,P001,Wireless Headphones,100
2026-08-18,325,P010,External Hard Drive,100
2026-08-18,326,P003,Bluetooth Speaker,50
2026-08-18,327,P002,Laptop Backpack,60
2026-08-18,328,P008,HDMI Cable,15
2026-08-18,329,P006,Wireless Mouse,30
2026-08-18,330,P004,USB Flash Drive,20
2026-08-18,331,P001,Wireless Headphones,100
2026-08-18,332,P001,Wireless Headphones,100
2026-08-18,333,P008,HDMI Cable,15
2026-08-18,334,P009,Smartphone,600
2026-08-18,335,P006,Wireless Mouse,30
2026-08-18,336,P006,Wireless Mouse,30
2026-08-18,337,P010,External Hard Drive,100
2026-08-18,338,P007,Laptop Stand,40
2026-08-18,339,P004,USB Flash Drive,20
2026-08-18,340,P008,HDMI Cable,15
2026-08-18,341,P010,External Hard Drive,100
2026-08-18,342,P002,Laptop Backpack,60
2026-08-18,343,P010,External Hard Drive,100
2026-08-18,344,P007,Laptop Stand,40
2026-08-18,345,P010,External Hard Drive,100
2026-08-18,346,P003,Bluetooth Speaker,50
2026-08-18,347,P002,Laptop Backpack,60
2026-08-18,348,P005,Mobile Phone Case,15
2026-08-18,349,P010,External Hard Drive,100
2026-08-18,350,P001,Wireless Headphones,100
2026-08-18,351,P006,Wireless Mouse,30
2026-08-18,352,P001,Wireless Headphones,100
2026-08-18,353,P008,HDMI Cable,15
2026-08-18,354,P001,Wireless Headphones,100
2026-08-18,355,P006,Wireless Mouse,30
2026-08-18,356,P008,HDMI Cable,15
2026-08-18,357,P006,Wireless Mouse,30
2026-08-18,358,P002,Laptop Backpack,60
2026-08-18,359,P008,HDMI Cable,15
2026-08-18,360,P002,Laptop Backpack,60
2026-08-18,361,P008,HDMI Cable,15
2026-08-18,362,P006,Wireless Mouse,30
2026-08-18,363,P004,USB Flash Drive,20
2026-08-18,364,P008,HDMI Cable,15
2026-08-18,365,P004,USB Flash Drive,20
2026-08-18,366,P006,Wireless Mouse,30
2026-08-18,367,P001,Wireless Headphones,100
2026-08-18,368,P006,Wireless Mouse,30
2026-08-18,369,P004,USB Flash Drive,20
2026-08-18,370,P001,Wireless Headphones,100
2026-08-18,371,P004,USB Flash Drive,20
2026-08-18,372,P008,HDMI Cable,15
2026-08-18,373,P005,Mobile Phone Case,15
2026-08-18,374,P002,Laptop Backpack,60
2026-08-18,375,P009,Smartphone,600
2026-08-18,376,P010,External Hard Drive,100
2026-08-18,377,P004,USB Flash Drive,20
2026-08-18,378,P004,USB Flash Drive,20
2026-08-18,379,P001,Wireless Headphones,100
2026-08-18,380,P006,Wireless Mouse,30
2026-08-18,381,P005,Mobile Phone Case,15
2026-08-18,382,P001,Wireless Headphones,100
2026-08-18,383,P006,Wireless Mouse,30
2026-08-18,384,P003,Bluetooth Speaker,50
2026-08-18,385,P008,HDMI Cable,15
2026-08-18,386,P001,Wireless Headphones,100
2026-08-18,387,P006,Wireless Mouse,30
2026-08-18,388,P003,Bluetooth Speaker,50
2026-08-18,389,P001,Wireless Headphones,100
2026-08-18,390,P002,Laptop Backpack,60
2026-08-18,391,P007,Laptop Stand,40
2026-08-18,392,P006,Wireless Mouse,30
2026-08-18,393,P009,Smartphone,600
2026-08-18,394,P001,Wireless Headphones,100
2026-08-18,395,P007,Laptop Stand,40
2026-08-18,396,P004,USB Flash Drive,20
2026-08-18,397,P004,USB Flash Drive,20
2026-08-18,398,P001,Wireless Headphones,100
2026-08-18,399,P008,HDMI Cable,15
2026-08-18,400,P006,Wireless Mouse,30
2026-08-18,401,P003,Bluetooth Speaker,50
2026-08-18,402,P004,USB Flash Drive,20
2026-08-18,403,P010,External Hard Drive,100
2026-08-18,404,P002,Laptop Backpack,60
2026-08-18,405,P001,Wireless Headphones,100
2026-08-18,406,P008,HDMI Cable,15
2026-08-18,407,P010,External Hard Drive,100
2026-08-18,408,P004,USB Flash Drive,20
2026-08-18,409,P001,Wireless Headphones,100
2026-08-18,410,P004,USB Flash Drive,20
2026-08-18,411,P006,Wireless Mouse,30
2026-08-18,412,P002,Laptop Backpack,60
2026-08-18,413,P007,Laptop Stand,40
2026-08-18,414,P003,Bluetooth Speaker,50
2026-08-18,415,P003,Bluetooth Speaker,50
2026-08-18,416,P004,USB Flash Drive,20
2026-08-18,417,P004,USB Flash Drive,20
2026-08-18,418,P010,External Hard Drive,100
2026-08-18,419,P010,External Hard Drive,100
2026-08-18,420,P004,USB Flash Drive,20
2026-08-18,421,P001,Wireless Headphones,100
2026-08-18,422,P002,Laptop Backpack,60
2026-08-18,423,P001,Wireless Headphones,100
2026-08-18,424,P010,External Hard Drive,100
2026-08-18,425,P007,Laptop Stand,40
2026-08-18,426,P008,HDMI Cable,15
2026-08-18,427,P006,Wireless Mouse,30
2026-08-18,428,P005,Mobile Phone Case,15
2026-08-18,429,P003,Bluetooth Speaker,50
2026-08-18,430,P001,Wireless Headphones,100
2026-08-18,431,P001,Wireless Headphones,100
2026-08-18,432,P009,Smartphone,600
2026-08-18,433,P005,Mobile Phone Case,15
2026-08-18,434,P006,Wireless Mouse,30
2026-08-18,435,P001,Wireless Headphones,100
2026-08-18,436,P001,Wireless Headphones,100
2026-08-18,437,P001,Wireless Headphones,100
2026-08-18,438,P003,Bluetooth Speaker,50
2026-08-18,439,P001,Wireless Headphones,100
2026-08-18,440,P004,USB Flash Drive,20
2026-08-18,441,P003,Bluetooth Speaker,50
2026-08-18,442,P004,USB Flash Drive,20
2026-08-18,443,P001,Wireless Headphones,100
2026-08-18,444,P002,Laptop Backpack,60
2026-08-18,445,P003,Bluetooth Speaker,50
2026-08-18,446,P006,Wireless Mouse,30
2026-08-18,447,P003,Bluetooth Speaker,50
2026-08-18,448,P001,Wireless Headphones,100
2026-08-18,449,P004,USB Flash Drive,20
2026-08-18,450,P001,Wireless Headphones,100
2026-08-18,451,P006,Wireless Mouse,30
2026-08-18,452,P003,Bluetooth Speaker,50
2026-08-18,453,P003,Bluetooth Speaker,50
2026-08-18,454,P001,Wireless Headphones,100
2026-08-18,455,P001,Wireless Headphones,100
2026-08-18,456,P001,Wireless Headphones,100
2026-08-18,457,P004,USB Flash Drive,20
2026-08-18,458,P008,HDMI Cable,15
2026-08-18,459,P001,Wireless Headphones,100
2026-08-18,460,P003,Bluetooth Speaker,50
2026-08-18,461,P009,Smartphone,600
2026-08-18,462,P006,Wireless Mouse,30
2026-08-18,463,P010,External Hard Drive,100
2026-08-18,464,P010,External Hard Drive,100
2026-08-18,465,P004,USB Flash Drive,20
2026-08-18,466,P006,Wireless Mouse,30
2026-08-18,467,P006,Wireless Mouse,30
2026-08-18,468,P001,Wireless Headphones,100
2026-08-18,469,P004,USB Flash Drive,20
2026-08-18,470,P008,HDMI Cable,15
2026-08-18,471,P001,Wireless Headphones,100
2026-08-18,472,P006,Wireless Mouse,30
2026-08-18,473,P006,Wireless Mouse,30
2026-08-18,474,P008,HDMI Cable,15
2026-08-18,475,P001,Wireless Headphones,100
2026-08-18,476,P001,Wireless Headphones,100
2026-08-18,477,P002,Laptop Backpack,60
2026-08-18,478,P001,Wireless Headphones,100
2026-08-18,479,P001,Wireless Headphones,100
2026-08-18,480,P008,HDMI Cable,15
2026-08-18,481,P010,External Hard Drive,100
2026-08-18,482,P001,Wireless Headphones,100
2026-08-18,483,P008,HDMI Cable,15
2026-08-18,484,P010,External Hard Drive,100
2026-08-18,485,P010,External Hard Drive,100
2026-08-18,486,P005,Mobile Phone Case,15
2026-08-18,487,P008,HDMI Cable,15
2026-08-18,488,P004,USB Flash Drive,20
2026-08-18,489,P003,Bluetooth Speaker,50
2026-08-18,490,P004,USB Flash Drive,20
2026-08-18,491,P005,Mobile Phone Case,15
2026-08-18,492,P004,USB Flash Drive,20
2026-08-18,493,P009,Smartphone,600
2026-08-18,494,P006,Wireless Mouse,30
2026-08-18,495,P007,Laptop Stand,40
2026-08-18,496,P009,Smartphone,600
2026-08-18,497,P004,USB Flash Drive,20
2026-08-18,498,P006,Wireless Mouse,30
2026-08-18,499,P001,Wireless Headphones,100
2026-08-18,500,P001,Wireless Headphones,100
2026-08-18,501,P006,Wireless Mouse,30
2026-08-18,502,P002,Laptop Backpack,60
2026-08-18,503,P004,USB Flash Drive,20
2026-08-18,504,P001,Wireless Headphones,100
2026-08-18,505,P004,USB Flash Drive,20
2026-08-18,506,P010,External Hard Drive,100
2026-08-18,507,P003,Bluetooth Speaker,50
2026-08-18,508,P001,Wireless Headphones,100
2026-08-18,509,P006,Wireless Mouse,30
2026-08-18,510,P004,USB Flash Drive,20
2026-08-18,511,P009,Smartphone,600
2026-08-18,512,P004,USB Flash Drive,20
2026-08-18,513,P006,Wireless Mouse,30
2026-08-18,514,P010,External Hard Drive,100
2026-08-18,515,P001,Wireless Headphones,100
2026-08-18,516,P006,Wireless Mouse,30
2026-08-18,517,P010,External Hard Drive,100
2026-08-18,518,P006,Wireless Mouse,30
2026-08-18,519,P006,Wireless Mouse,30
2026-08-18,520,P001,Wireless Headphones,100
2026-08-18,521,P001,Wireless Headphones,100
2026-08-18,522,P003,Bluetooth Speaker,50
2026-08-18,523,P002,Laptop Backpack,60
2026-08-18,524,P001,Wireless Headphones,100
2026-08-18,525,P003,Bluetooth Speaker,50
2026-08-18,526,P003,Bluetooth Speaker,50
2026-08-18,527,P006,Wireless Mouse,30
2026-08-18,528,P001,Wireless Headphones,100
2026-08-18,529,P006,Wireless Mouse,30
2026-08-18,530,P008,HDMI Cable,15
2026-08-18,531,P010,External Hard Drive,100
2026-08-18,532,P004,USB Flash Drive,20
2026-08-18,533,P003,Bluetooth Speaker,50
2026-08-18,534,P001,Wireless Headphones,100
2026-08-18,535,P008,HDMI Cable,15
2026-08-18,536,P004,USB Flash Drive,20
2026-08-18,537,P006,Wireless Mouse,30
2026-08-18,538,P001,Wireless Headphones,100
2026-08-18,539,P003,Bluetooth Speaker,50
2026-08-18,540,P002,Laptop Backpack,60
2026-08-18,541,P001,Wireless Headphones,100
2026-08-18,542,P010,External Hard Drive,100
2026-08-18,543,P002,Laptop Backpack,60
2026-08-18,544,P006,Wireless Mouse,30
2026-08-18,545,P002,Laptop Backpack,60
2026-08-18,546,P008,HDMI Cable,15
2026-08-18,547,P002,Laptop Backpack,60
2026-08-18,548,P001,Wireless Headphones,100
2026-08-18,549,P003,Bluetooth Speaker,50
2026-08-18,550,P005,Mobile Phone Case,15
2026-08-18,551,P002,Laptop Backpack,60
2026-08-18,552,P002,Laptop Backpack,60
2026-08-18,553,P006,Wireless Mouse,30
2026-08-18,554,P007,Laptop Stand,40
2026-08-18,555,P001,Wireless Headphones,100
2026-08-18,556,P004,USB Flash Drive,20
2026-08-18,557,P010,External Hard Drive,100
2026-08-18,558,P006,Wireless Mouse,30
2026-08-18,559,P005,Mobile Phone Case,15
2026-08-18,560,P002,Laptop Backpack,60
2026-08-18,561,P004,USB Flash Drive,20
2026-08-18,562,P007,Laptop Stand,40
2026-08-18,563,P006,Wireless Mouse,30
2026-08-18,564,P001,Wireless Headphones,100
2026-08-18,565,P010,External Hard Drive,100
2026-08-18,566,P001,Wireless Headphones,100
2026-08-18,567,P002,Laptop Backpack,60
2026-08-18,568,P008,HDMI Cable,15
2026-08-18,569,P006,Wireless Mouse,30
2026-08-18,570,P001,Wireless Headphones,100
2026-08-18,571,P006,Wireless Mouse,30
2026-08-18,572,P004,USB Flash Drive,20
2026-08-18,573,P010,External Hard Drive,100
2026-08-18,574,P010,External Hard Drive,100
2026-08-18,575,P008,HDMI Cable,15
2026-08-18,576,P008,HDMI Cable,15
2026-08-18,577,P007,Laptop Stand,40
2026-08-18,578,P004,USB Flash Drive,20
2026-08-18,579,P007,Laptop Stand,40
2026-08-18,580,P001,Wireless Headphones,100
2026-08-18,581,P006,Wireless Mouse,30
2026-08-18,582,P004,USB Flash Drive,20
2026-08-18,583,P010,External Hard Drive,100
2026-08-18,584,P010,External Hard Drive,100
2026-08-18,585,P007,Laptop Stand,40
2026-08-18,586,P001,Wireless Headphones,100
2026-08-18,587,P007,Laptop Stand,40
2026-08-18,588,P004,USB Flash Drive,20
2026-08-18,589,P006,Wireless Mouse,30
2026-08-18,590,P006,Wireless Mouse,30
2026-08-18,591,P003,Bluetooth Speaker,50
2026-08-18,592,P006,Wireless Mouse,30
2026-08-18,593,P001,Wireless Headphones,100
2026-08-18,594,P001,Wireless Headphones,100
2026-08-18,595,P006,Wireless Mouse,30
2026-08-18,596,P010,External Hard Drive,100
2026-08-18,597,P006,Wireless Mouse,30
2026-08-18,598,P008,HDMI Cable,15
2026-08-18,599,P008,HDMI Cable,15
2026-08-18,600,P006,Wireless Mouse,30
2026-08-18,601,P005,Mobile Phone Case,15
2026-08-18,602,P002,Laptop Backpack,60
2026-08-18,603,P004,USB Flash Drive,20
2026-08-18,604,P009,Smartphone,600
2026-08-18,605,P010,External Hard Drive,100
2026-08-18,606,P010,External Hard Drive,100
2026-08-18,607,P002,Laptop Backpack,60
2026-08-18,608,P001,Wireless Headphones,100
2026-08-18,609,P001,Wireless Headphones,100
2026-08-18,610,P006,Wireless Mouse,30
